CHROM	bp	cM
chr10	5928920	26.210
chr10	5958169	26.567
chr10	5958248	26.567
chr10	6063893	26.567
chr10	6069758	26.866
chr10	6132627	26.866
chr10	6142662	27.164
chr10	6204463	27.164
chr10	6247471	27.463
chr10	6247954	27.463
chr10	6256462	27.712
chr10	6258104	28.058
chr10	6258159	28.060
chr10	6378804	28.060
chr10	6397273	28.359
chr10	6397326	28.359
chr10	6425419	28.657
chr10	6467224	28.657
chr10	6485245	28.690
chr10	6485287	28.989
chr10	6485348	28.989
chr10	6513417	29.339
chr10	6629793	29.553
chr10	6927156	29.553
chr10	7000940	29.720
chr10	7025656	30.075
chr10	7189494	30.448
chr10	7287033	30.448
chr10	7289291	30.456
chr10	7407594	31.626
chr10	7445119	31.902
chr10	7455925	31.941
chr10	7559700	31.941
chr10	7689131	32.239
chr10	8133288	32.239
chr10	8176708	32.538
chr10	8362425	32.538
chr10	8367197	32.836
chr10	8369982	32.836
chr10	8382897	33.135
chr10	8524636	33.135
chr10	8536726	33.433
chr10	8665710	33.433
chr10	8849563	33.732
chr10	8895590	33.732
chr10	8960347	34.030
chr10	8960723	34.030
chr10	9074985	34.329
chr10	9122248	34.329
chr10	9122354	34.329
chr10	9122360	34.628
chr10	9149258	34.709
chr10	9221204	35.110
chr10	9265691	35.224
chr10	9489508	35.224
chr10	9539735	35.354
chr10	9604888	35.820
chr10	9605105	35.821
chr10	9696907	35.821
chr10	9825935	36.120
chr10	9999728	36.120
chr10	10092454	36.418
chr10	10214965	36.418
chr10	10236730	36.717
chr10	10590178	36.717
chr10	10672470	37.015
chr10	10757925	37.015
chr10	10765371	37.058
chr10	10862646	37.884
chr10	10872251	37.911
chr10	10892949	37.911
chr10	10945843	38.209
chr10	10999809	38.209
chr10	11014103	38.508
chr10	11142895	38.508
chr10	11249265	39.105
chr10	11321007	39.105
chr10	11321295	39.403
chr10	11457442	39.403
chr10	11471797	39.702
chr10	11629639	39.702
chr10	11706404	40.000
chr10	12071222	40.000
chr10	12107420	40.078
chr10	12209610	40.858
chr10	12270968	41.194
chr10	12339376	41.194
chr10	12382655	41.493
chr10	12477966	41.493
chr10	12514551	41.791
chr10	12597471	41.791
chr10	12644261	42.090
chr10	12684180	42.090
chr10	12736005	42.687
chr10	12979273	42.687
chr10	12994084	42.985
chr10	13133262	42.985
chr10	13155499	43.284
chr10	13182528	43.284
chr10	13244163	43.582
chr10	13415036	43.582
chr10	13456456	45.075
chr10	13527685	45.075
chr10	13572487	45.374
chr10	13576779	45.374
chr10	13608646	45.672
chr10	13709202	45.672
chr10	13805002	45.971
chr10	13859062	45.971
chr10	13877567	46.269
chr10	14007313	46.269
chr10	14032967	46.568
chr10	14132102	46.568
chr10	14138953	46.843
chr10	14146951	47.238
chr10	14171502	47.463
chr10	14204411	47.463
chr10	14208632	47.762
chr10	14251949	47.762
chr10	14252136	47.763
chr10	14263037	48.146
chr10	14272578	48.220
chr10	14273073	48.232
chr10	14290491	48.850
chr10	14290588	48.852
chr10	14302055	48.979
chr10	14343962	49.744
chr10	14345066	49.756
chr10	14408655	50.761
chr10	14420976	50.898
chr10	14444695	51.460
chr10	14487927	51.941
chr10	14792903	51.941
chr10	14820009	52.239
chr10	15044779	52.239
chr10	15059767	52.538
chr10	15191810	52.538
chr10	15191869	52.836
chr10	15344749	52.836
chr10	15344770	52.837
chr10	15344870	52.838
chr10	15383289	53.518
chr10	15404665	53.731
chr10	15404925	53.732
chr10	15690831	53.732
chr10	15695976	54.030
chr10	15695999	54.030
chr10	15749241	54.329
chr10	15825732	54.329
chr10	15881575	54.627
chr10	16016778	54.627
chr10	16057034	54.926
chr10	16134438	54.926
chr10	16153796	55.224
chr10	16493468	55.224
chr10	16512458	55.523
chr10	17068727	55.523
chr10	17137246	55.822
chr10	17191479	55.822
chr10	17263689	56.120
chr10	17295571	56.120
chr10	17333469	56.419
chr10	17633492	56.419
chr10	17662782	56.717
chr10	17965481	56.717
chr11	0	0.000
chr11	108267	0.000
chr11	132559	0.299
chr11	260856	0.299
chr11	274275	0.597
chr11	421326	0.597
chr11	428003	0.765
chr11	430202	1.418
chr11	433176	1.493
chr11	443762	1.493
chr11	468869	1.791
chr11	468937	1.791
chr11	472190	2.090
chr11	522987	2.090
chr11	563261	2.388
chr11	588206	2.388
chr11	634038	2.985
chr11	707680	2.985
chr11	789400	3.284
chr11	790113	3.284
chr11	817397	3.582
chr11	820643	3.582
chr11	942946	4.179
chr11	953205	4.179
chr11	1016912	4.478
chr11	1107484	4.478
chr11	1122467	4.776
chr11	1144456	4.776
chr11	1191174	5.075
chr11	1206775	5.075
chr11	1255475	5.373
chr11	1257866	5.373
chr11	1265293	5.970
chr11	1289333	5.970
chr11	1441399	6.567
chr11	1441589	6.567
chr11	1575206	7.164
chr11	1732808	7.164
chr11	1738868	7.463
chr11	1823148	7.463
chr11	1850487	7.761
chr11	1896061	7.761
chr11	1896398	7.765
chr11	1896404	7.766
chr11	1927464	8.789
chr11	1927475	8.790
chr11	1951595	9.534
chr11	1967283	9.848
chr11	1967518	9.851
chr11	2076740	9.851
chr11	2095845	10.149
chr11	2108831	10.149
chr11	2124043	10.448
chr11	2156727	10.448
chr11	2173516	10.565
chr11	2173533	10.566
chr11	2282810	12.129
chr11	2284615	12.145
chr11	2335747	12.239
chr11	2336033	12.239
chr11	2346809	12.259
chr11	2407536	12.668
chr11	2499738	12.836
chr11	2500039	12.836
chr11	2603856	14.135
chr11	2604148	15.631
chr11	2722891	17.116
chr11	2722894	17.116
chr11	2772458	18.502
chr11	2810249	19.104
chr11	2810551	19.105
chr11	3032226	19.105
chr11	3032257	19.105
chr11	3057102	19.608
chr11	3057176	19.609
chr11	3067286	19.991
chr11	3068425	20.000
chr11	3068612	20.000
chr11	3068644	20.299
chr11	3136036	20.299
chr11	3165436	20.597
chr11	3250403	20.597
chr11	3273099	20.896
chr11	3310362	20.896
chr11	3334984	21.493
chr11	3463297	21.493
chr11	3473467	21.791
chr11	3478070	21.791
chr11	3491784	21.993
chr11	3498246	22.386
chr11	3498374	22.388
chr11	3553376	22.388
chr11	3562773	22.528
chr11	3598944	23.316
chr11	3624864	23.710
chr11	3693341	24.179
chr11	3693964	24.179
chr11	3787996	24.776
chr11	3859121	24.776
chr11	3989572	25.075
chr11	3989849	25.075
chr11	4005574	25.374
chr11	4027191	25.374
chr11	4177729	25.672
chr11	4769600	25.672
chr11	4784005	25.971
chr11	4810076	25.971
chr11	4841327	26.568
chr11	4916381	26.568
chr11	4993373	26.801
chr11	5012273	27.157
chr11	5014923	27.165
chr11	5015266	27.165
chr11	5029951	27.463
chr11	5190645	27.463
chr11	5207959	27.762
chr11	5243856	27.762
chr11	5296686	28.060
chr11	5344279	28.060
chr11	5376073	28.359
chr11	5376475	28.359
chr11	5408299	28.657
chr11	5443527	28.657
chr11	5484719	29.034
chr11	5508861	29.328
chr11	5551918	29.461
chr11	5678549	30.869
chr11	5737518	31.344
chr11	5879291	31.344
chr11	5915359	31.448
chr11	5982018	31.940
chr11	5982176	31.941
chr11	5989453	31.941
chr11	6065026	32.239
chr11	6217161	32.239
chr11	6234032	32.276
chr11	6354547	32.836
chr11	6354580	32.836
chr11	6415554	33.135
chr11	6516283	33.135
chr11	6584057	33.433
chr11	6634081	33.433
chr11	6714569	33.659
chr11	6740405	34.030
chr11	6740435	34.030
chr11	6741003	34.030
chr11	6803905	34.329
chr11	6804158	34.329
chr11	6843357	34.366
chr11	6912543	34.607
chr11	6960470	35.098
chr11	7000898	35.410
chr11	7121131	35.523
chr11	7169635	35.523
chr11	7175473	35.596
chr11	7193319	36.044
chr11	7194041	36.053
chr11	7223353	36.717
chr11	7223360	36.717
chr11	7223374	36.717
chr11	7308432	37.015
chr11	7342098	37.015
chr11	7358909	37.612
chr11	7411338	37.612
chr11	7586100	38.209
chr11	7768283	38.209
chr11	7768359	38.210
chr11	7865655	38.805
chr11	7866085	38.806
chr11	7877807	38.806
chr11	7915788	39.105
chr11	8177654	39.105
chr11	8201550	39.281
chr11	8218080	39.462
chr11	8286029	39.702
chr11	8287680	39.702
chr11	8347218	40.001
chr11	8407138	40.299
chr11	8592749	40.299
chr11	8672983	40.896
chr11	8803467	40.896
chr11	8875761	41.195
chr11	9036187	41.195
chr11	9130171	41.493
chr11	9130325	41.493
chr11	9177306	42.986
chr11	9181198	42.986
chr11	9272857	43.284
chr11	9317995	43.284
chr11	9390774	43.858
chr11	9408096	45.189
chr11	9469320	45.672
chr11	9511495	45.672
chr11	9533430	45.971
chr11	9533490	45.971
chr11	9533741	45.972
chr11	9585894	46.467
chr11	9586041	46.468
chr11	9612423	47.164
chr11	9612477	47.165
chr11	9617213	47.165
chr11	9712904	47.762
chr11	9720778	47.762
chr11	9734181	48.060
chr11	9771159	48.060
chr11	9860510	48.657
chr11	10095134	48.657
chr11	10095135	48.657
chr11	10210624	49.822
chr11	10216612	49.851
chr11	10367725	49.851
chr11	10475698	50.150
chr11	10664517	50.150
chr11	10727639	50.448
chr11	10812764	50.448
chr11	10860424	50.747
chr11	11063387	50.747
chr11	11066287	51.045
chr11	11143869	51.045
chr11	11251173	51.941
chr11	11261628	51.941
chr11	11283304	52.239
chr11	11510493	52.239
chr11	11541933	52.538
chr11	11759272	52.538
chr12	0	0.000
chr12	300834	0.000
chr12	326197	0.299
chr12	457486	0.299
chr12	533202	0.597
chr12	652082	0.597
chr12	674722	0.896
chr12	1037871	0.896
chr12	1087804	1.194
chr12	1096499	1.194
chr12	1105686	1.218
chr12	1105976	1.220
chr12	1211723	2.274
chr12	1212230	2.278
chr12	1278723	2.395
chr12	1278763	2.395
chr12	1392738	3.193
chr12	1392963	3.194
chr12	1443446	3.284
chr12	1579047	3.284
chr12	1635105	3.582
chr12	2008937	3.582
chr12	2132325	3.881
chr12	2158858	3.881
chr12	2220276	4.478
chr12	2267098	4.478
chr12	2281521	4.776
chr12	2325435	4.776
chr12	2514543	5.970
chr12	2786126	5.970
chr12	2931415	6.866
chr12	3392048	6.866
chr12	3437161	7.277
chr12	3490318	7.921
chr12	3536198	8.060
chr12	3536312	8.060
chr12	3576268	8.358
chr12	3647928	8.358
chr12	3761423	8.657
chr12	3796812	8.955
chr12	3816974	8.955
chr12	3830879	9.254
chr12	4011480	9.254
chr12	4076800	9.552
chr12	4085668	9.552
chr12	4125114	9.633
chr12	4171461	10.027
chr12	4230828	10.149
chr12	4247052	10.149
chr12	4274364	10.448
chr12	4363275	10.448
chr12	4423006	10.746
chr12	4627311	10.746
chr12	4700651	11.277
chr12	4783366	11.538
chr12	4816150	11.772
chr12	4933567	12.239
chr12	4990026	12.239
chr12	4990039	12.239
chr12	5080835	12.755
chr12	5114767	12.836
chr12	5115140	12.836
chr12	5193195	13.134
chr12	5249308	13.134
chr12	5297191	13.433
chr12	5338168	13.433
chr12	5388216	13.731
chr12	5396747	13.731
chr12	5420166	14.030
chr12	5420345	14.030
chr12	5465108	14.328
chr12	5490128	14.328
chr12	5559271	14.627
chr12	5631876	14.627
chr12	5678092	14.925
chr12	5741452	14.925
chr12	5813534	15.522
chr12	5854920	15.522
chr12	5888678	15.821
chr12	5914675	15.821
chr12	5953830	16.119
chr12	5956963	16.119
chr12	5971179	16.230
chr12	5995224	16.564
chr12	6020467	16.716
chr12	6034855	16.716
chr12	6035077	16.718
chr12	6087195	17.555
chr12	6099474	17.612
chr12	6225779	17.612
chr12	6225783	17.612
chr12	6327958	18.177
chr12	6340140	18.209
chr12	6342627	18.209
chr12	6366490	18.508
chr12	6434124	18.508
chr12	6471711	18.806
chr12	6602243	18.806
chr12	6666577	19.105
chr12	6679762	19.105
chr12	6706945	19.403
chr12	6706993	19.403
chr12	6717065	19.702
chr12	6722555	19.702
chr12	6727498	20.000
chr12	6846051	20.000
chr12	6966003	20.149
chr12	7059365	20.563
chr12	7086606	20.597
chr12	7127671	20.597
chr12	7138929	21.194
chr12	7193550	21.194
chr12	7296830	21.342
chr12	7393555	23.272
chr12	7401897	23.284
chr12	7504520	23.284
chr12	7567288	23.582
chr12	7568007	23.582
chr12	7605242	23.681
chr12	7637498	24.661
chr12	7640341	24.669
chr12	7680919	25.075
chr12	7777656	25.075
chr12	7814683	25.373
chr12	7815397	25.373
chr12	7910167	25.672
chr12	8084729	25.672
chr12	8108712	25.970
chr12	8171716	25.970
chr12	8183748	26.162
chr12	8190457	26.555
chr12	8190737	26.567
chr12	8226373	26.567
chr12	8282215	26.866
chr12	8282355	26.866
chr12	8302770	27.463
chr12	8313810	27.463
chr12	8386386	27.761
chr12	8386412	27.761
chr12	8410993	28.060
chr12	8644941	28.060
chr12	8645107	28.060
chr12	8752115	28.758
chr12	8804810	28.955
chr12	8836982	28.955
chr12	8847046	28.972
chr12	8946010	29.303
chr12	9020333	30.144
chr12	9020509	30.146
chr12	9020938	30.149
chr12	9078013	30.149
chr12	9121880	30.448
chr12	9169439	30.448
chr12	9169688	30.449
chr12	9205835	30.833
chr12	9295056	31.045
chr12	9325782	31.045
chr12	9338687	31.079
chr12	9406424	31.558
chr12	9437945	31.642
chr12	9440302	31.642
chr12	9440529	31.941
chr12	9681777	31.941
chr12	9758282	32.538
chr12	9981524	32.538
chr12	10074913	32.836
chr12	10075079	32.836
chr12	10107818	33.135
chr12	10108095	33.135
chr12	10209300	33.732
chr12	10262351	33.732
chr12	10271694	34.030
chr12	10446721	34.030
chr12	10557771	34.235
chr12	10608676	34.627
chr12	10608709	34.627
chr12	10700804	34.627
chr12	10748517	34.926
chr12	10826359	34.926
chr12	10841512	35.224
chr12	10906464	35.224
chr12	10930176	35.518
chr12	10930545	35.528
chr12	10951104	36.119
chr12	10951119	36.120
chr12	11004244	36.120
chr12	11008756	36.150
chr12	11008817	36.151
chr12	11049097	37.608
chr12	11049206	37.611
chr12	11049260	37.612
chr12	11056841	37.612
chr12	11153454	38.209
chr12	11153538	38.209
chr12	11222520	38.508
chr12	11223010	38.508
chr12	11234337	38.806
chr12	11427599	38.806
chr12	11427908	38.807
chr12	11441621	39.131
chr12	11442090	39.132
chr12	11514202	39.462
chr12	11548020	39.915
chr12	11552537	39.936
chr12	11552805	39.936
chr12	11568862	40.265
chr12	11586889	40.299
chr12	11587456	40.299
chr12	11620205	40.501
chr12	11635916	40.698
chr12	11666814	40.896
chr12	11666859	40.896
chr12	11684773	41.131
chr12	11688122	41.772
chr12	11712423	42.090
chr12	11712906	42.090
chr12	11736446	42.388
chr12	11778675	42.388
chr12	11792015	42.687
chr12	11984138	42.687
chr12	11994058	42.985
chr12	12166886	42.985
chr12	12171872	43.284
chr12	12263275	43.284
chr12	12289692	43.582
chr12	12575507	43.582
chr12	12635037	43.881
chr12	13014240	43.881
chr12	13100743	44.179
chr12	13299916	44.179
chr12	13340410	44.478
chr12	13514835	44.478
chr12	13559508	44.777
chr12	13656303	44.777
chr12	13689287	45.075
chr12	13739836	45.075
chr12	13804125	45.374
chr12	13964005	45.374
chr12	14071163	45.672
chr12	14071744	45.672
chr12	14071794	45.672
chr12	14117604	46.267
chr12	14117682	46.267
chr12	14117981	46.271
chr12	14117987	46.271
chr12	14159246	46.855
chr12	14204022	47.165
chr12	14338003	47.165
chr12	14399828	47.463
chr12	14445816	47.463
chr12	14521805	47.762
chr12	14522241	47.762
chr12	14578191	47.883
chr12	14581862	48.189
chr12	14659890	48.359
chr12	14799875	48.359
chr12	14827985	48.657
chr12	14903588	48.657
chr12	14954381	48.956
chr12	15124412	48.956
chr12	15201056	49.254
chr12	15222957	49.254
chr12	15240154	49.553
chr12	15240884	49.553
chr12	15252928	49.851
chr12	15253592	49.851
chr12	15286493	50.150
chr12	15367323	50.150
chr12	15392834	50.448
chr12	15445266	50.448
chr12	15506110	50.747
chr12	15624065	50.747
chr12	15693737	51.045
chr12	16327298	51.045
chr13	0	0.000
chr13	315315	0.000
chr13	397687	0.299
chr13	405620	0.299
chr13	530511	0.597
chr13	726219	0.597
chr13	781858	0.896
chr13	1034618	0.896
chr13	1245462	1.194
chr13	1245645	1.195
chr13	1339383	1.642
chr13	1432606	1.791
chr13	1432734	1.792
chr13	1537302	2.619
chr13	1550753	2.687
chr13	1551122	2.687
chr13	1643682	2.985
chr13	1754490	2.985
chr13	1780827	3.284
chr13	1789021	3.284
chr13	1789086	3.285
chr13	1808108	3.687
chr13	1843143	3.881
chr13	1910240	3.881
chr13	1987577	4.179
chr13	2017985	4.478
chr13	2135305	4.478
chr13	2221598	4.776
chr13	2293725	4.776
chr13	2293821	4.776
chr13	2293856	4.777
chr13	2375791	5.466
chr13	2480381	6.254
chr13	2483426	6.268
chr13	2484155	6.269
chr13	2517359	6.269
chr13	2605378	6.567
chr13	2605525	6.567
chr13	2930527	6.866
chr13	3044438	6.866
chr13	3070468	6.942
chr13	3146875	7.759
chr13	3147115	7.761
chr13	3330479	7.761
chr13	3332678	7.816
chr13	3354462	8.955
chr13	3490990	8.955
chr13	3492832	8.964
chr13	3526692	9.420
chr13	3619234	9.851
chr13	3697304	9.851
chr13	3713738	10.149
chr13	3727878	10.149
chr13	3749576	10.448
chr13	3785205	10.448
chr13	3791425	10.746
chr13	3858489	10.746
chr13	3915617	11.045
chr13	3956019	11.045
chr13	3982132	11.343
chr13	3994021	11.343
chr13	4034940	11.641
chr13	4035093	11.643
chr13	4073173	11.812
chr13	4102024	12.537
chr13	4102056	12.537
chr13	4165123	12.708
chr13	4165398	13.007
chr13	4212644	13.134
chr13	4352585	13.134
chr13	4399712	13.433
chr13	4412752	13.731
chr13	4458747	13.731
chr13	4490945	13.812
chr13	4578328	14.418
chr13	4578857	14.420
chr13	4645924	15.017
chr13	4741207	15.440
chr13	4759896	15.630
chr13	4792965	15.821
chr13	4796027	15.821
chr13	4823460	16.120
chr13	5178900	16.120
chr13	5376085	16.717
chr13	5441923	16.717
chr13	5548282	17.015
chr13	5700451	17.015
chr13	5745673	17.314
chr13	5946014	17.314
chr13	6041395	17.612
chr13	6080008	17.612
chr13	6123140	17.911
chr13	6138960	17.911
chr13	6161094	18.209
chr13	6409713	18.209
chr13	6439191	18.329
chr13	6483088	18.583
chr13	6517002	18.641
chr13	6612621	19.104
chr13	6612814	19.106
chr13	6665445	19.700
chr13	6665672	19.702
chr13	6877293	19.702
chr13	6954506	20.000
chr13	7052777	20.000
chr13	7075043	20.299
chr13	7460020	20.299
chr13	7460101	20.306
chr13	7467001	21.191
chr13	7467036	21.194
chr13	7657148	21.194
chr13	7708964	21.493
chr13	7737355	21.493
chr13	7798924	21.791
chr13	7904218	21.791
chr13	7953621	21.982
chr13	7963988	22.320
chr13	7981691	22.388
chr13	8035174	22.388
chr13	8054528	22.565
chr13	8076038	23.060
chr13	8076045	23.060
chr13	8100624	23.381
chr13	8151589	23.582
chr13	8171343	23.582
chr13	8221191	24.204
chr13	8243144	24.682
chr13	8285483	25.075
chr13	8431031	25.075
chr13	8472277	25.374
chr13	8489470	25.374
chr13	8557087	25.672
chr13	8591413	25.672
chr13	8614363	25.971
chr13	8614939	25.971
chr13	8637728	26.269
chr13	8711999	26.269
chr13	8756030	26.568
chr13	8891779	26.568
chr13	8973574	26.866
chr13	8973630	26.866
chr13	8997541	27.165
chr13	9005764	27.165
chr13	9006043	27.463
chr13	9021501	27.463
chr13	9081858	27.678
chr13	9189379	28.370
chr13	9288852	28.657
chr13	9292440	28.657
chr13	9304980	28.773
chr13	9324871	29.245
chr13	9325005	29.247
chr13	9325517	29.257
chr13	9325563	29.257
chr13	9325570	29.257
chr13	9384986	30.069
chr13	9394304	30.149
chr13	9394375	30.150
chr13	9529080	30.150
chr13	9598594	30.610
chr13	9754268	32.077
chr13	9812531	32.239
chr13	9953804	32.239
chr13	10035282	32.466
chr13	10061025	32.836
chr13	10061167	32.836
chr13	10092192	32.836
chr13	10110967	33.135
chr13	10111099	33.135
chr13	10162384	33.433
chr13	10246373	33.433
chr13	10285560	33.732
chr13	10309979	33.732
chr13	10310099	34.329
chr13	10547321	34.329
chr13	10608551	34.627
chr13	11220359	34.627
chr13	11301044	34.926
chr13	11500089	34.926
chr13	11500298	34.929
chr13	11519621	35.421
chr13	11529574	35.523
chr13	11529734	35.523
chr13	11574168	35.821
chr13	11574211	35.821
chr13	11651915	36.042
chr13	11656173	36.089
chr13	11679348	36.410
chr13	11723868	36.899
chr13	11767329	37.015
chr13	11767509	37.612
chr13	12260558	37.612
chr13	12303020	38.210
chr13	12356872	38.210
chr13	12362918	38.220
chr13	12527575	38.775
chr13	12547200	38.807
chr13	12547669	38.809
chr13	12571277	39.233
chr13	12603549	39.404
chr13	12618560	39.404
chr13	12708055	39.702
chr13	12777230	39.702
chr13	12822859	40.001
chr13	12960268	40.001
chr13	12981603	40.299
chr13	13257375	40.299
chr13	13264505	40.373
chr13	13302962	41.071
chr13	13314914	41.195
chr13	13326777	41.195
chr13	13411013	41.493
chr13	13714313	41.493
chr13	13828011	42.090
chr13	13869261	42.090
chr13	13909569	42.389
chr13	14057037	42.389
chr13	14066337	42.687
chr13	14066851	42.687
chr13	14090034	42.986
chr13	14479746	42.986
chr13	14485703	43.012
chr13	14485722	43.012
chr13	14606007	44.270
chr13	14634550	44.427
chr13	14752315	45.354
chr13	14752358	45.354
chr13	14760544	45.374
chr13	14783789	45.374
chr13	14823934	46.269
chr13	14997993	46.269
chr13	15048084	46.568
chr13	15048110	46.568
chr13	15065377	46.866
chr13	15065722	46.866
chr13	15123585	47.165
chr13	15166670	47.165
chr13	15195595	47.463
chr13	15304202	47.463
chr13	15304211	47.463
chr13	15348303	48.010
chr13	15357229	48.060
chr13	15369146	48.060
chr13	15414921	48.532
chr13	15425163	48.657
chr13	15485147	49.619
chr13	15503741	49.726
chr13	15568274	49.851
chr13	15870309	49.851
chr13	15871921	49.864
chr13	15908753	50.260
chr13	15923737	50.604
chr13	15971397	50.747
chr13	16101640	50.747
chr13	16124400	51.045
chr13	16133231	51.045
chr13	16133310	51.046
chr13	16158945	51.640
chr13	16159162	51.642
chr13	16240631	51.642
chr13	16283328	51.941
chr13	16319645	51.941
chr13	16350112	52.024
chr13	16364557	52.361
chr13	16429743	52.538
chr13	16518685	52.538
chr13	16519383	52.546
chr13	16543241	53.424
chr13	16544094	53.434
chr13	16774732	53.434
chr13	16825973	53.732
chr13	16936506	53.732
chr13	16982367	54.628
chr13	17024316	54.628
chr13	17072096	54.926
chr13	17142003	54.926
chr13	17194759	55.523
chr13	17251907	55.523
chr13	17267444	55.822
chr13	18127314	55.822
chr14	0	0.000
chr14	130443	0.000
chr14	130521	0.002
chr14	137027	0.450
chr14	143440	0.597
chr14	583609	0.597
chr14	646940	0.896
chr14	646947	0.896
chr14	669252	1.493
chr14	669878	1.493
chr14	695286	1.599
chr14	715043	1.981
chr14	715093	1.981
chr14	728473	2.336
chr14	728823	2.337
chr14	741000	2.476
chr14	797977	2.885
chr14	811940	3.789
chr14	834295	5.075
chr14	851063	5.075
chr14	897990	5.672
chr14	925980	5.672
chr14	947755	5.970
chr14	947944	5.970
chr14	972315	6.269
chr14	1025416	6.269
chr14	1025819	6.271
chr14	1072397	7.159
chr14	1072841	7.164
chr14	1192227	7.164
chr14	1240475	7.463
chr14	1261195	7.463
chr14	1355196	7.761
chr14	1457636	7.761
chr14	1496423	8.358
chr14	1553083	8.358
chr14	1596571	8.955
chr14	1596889	8.955
chr14	1597312	8.958
chr14	1692179	10.148
chr14	1692346	10.149
chr14	1692513	10.149
chr14	1741966	10.263
chr14	1747643	10.371
chr14	1795457	11.575
chr14	1795738	11.581
chr14	1822382	11.642
chr14	1867772	11.642
chr14	1906550	12.239
chr14	1926516	12.239
chr14	1950455	12.836
chr14	1954143	12.836
chr14	1954412	12.842
chr14	1980817	13.727
chr14	1980961	13.731
chr14	1981062	13.732
chr14	1981076	13.732
chr14	2035486	14.030
chr14	2170837	14.030
chr14	2220829	14.926
chr14	2221672	14.926
chr14	2227660	15.054
chr14	2235602	15.514
chr14	2235842	15.523
chr14	2496166	15.523
chr14	2572337	15.821
chr14	2600033	15.821
chr14	2600044	15.821
chr14	2690402	16.474
chr14	2752141	16.717
chr14	2768444	16.717
chr14	2802732	17.015
chr14	2973315	17.015
chr14	2973496	17.017
chr14	3015261	17.399
chr14	3119807	17.612
chr14	3119818	17.612
chr14	3120116	17.614
chr14	3192689	18.362
chr14	3216059	18.508
chr14	3350882	18.508
chr14	3382799	18.608
chr14	3445359	19.104
chr14	3445495	19.105
chr14	3445542	19.105
chr14	3460972	19.566
chr14	3462869	19.586
chr14	3462940	19.886
chr14	3473833	20.000
chr14	3474449	20.000
chr14	3474454	20.000
chr14	3530706	20.895
chr14	3530927	20.896
chr14	3678151	20.896
chr14	3678171	20.896
chr14	3689435	20.982
chr14	3731275	21.748
chr14	3731554	21.752
chr14	3828513	23.580
chr14	3828681	23.583
chr14	4330074	23.583
chr14	4418337	23.776
chr14	4466004	24.125
chr14	4476612	24.180
chr14	4654649	24.180
chr14	4712165	24.478
chr14	4737417	24.478
chr14	4762730	24.777
chr14	4787763	24.777
chr14	4827401	25.075
chr14	4838507	25.075
chr14	4838519	25.075
chr14	4882891	25.670
chr14	4883226	25.672
chr14	4963421	25.672
chr14	4973972	25.971
chr14	4977076	25.971
chr14	4991937	26.015
chr14	5053311	26.795
chr14	5077215	27.019
chr14	5099986	27.165
chr14	5100361	27.165
chr14	5100795	27.166
chr14	5100866	27.166
chr14	5136478	27.612
chr14	5175469	27.773
chr14	5208536	28.208
chr14	5208881	28.210
chr14	5251806	28.686
chr14	5251874	28.687
chr14	5266831	29.017
chr14	5376503	29.254
chr14	5469570	29.254
chr14	5507375	29.553
chr14	5508041	29.553
chr14	5519044	30.150
chr14	5554842	30.150
chr14	5554884	30.199
chr14	5555056	30.696
chr14	5555101	30.749
chr14	5555521	30.749
chr14	5576586	31.048
chr14	5577221	31.048
chr14	5597128	31.346
chr14	5605401	31.346
chr14	5625120	31.943
chr14	5630641	31.943
chr14	5630806	32.242
chr14	5679246	32.540
chr14	5746518	32.540
chr14	5848943	32.839
chr14	5860628	32.839
chr14	5878503	33.137
chr14	5881831	33.137
chr14	5933443	33.436
chr14	5944642	33.436
chr14	5963540	33.504
chr14	6027003	33.930
chr14	6156899	34.331
chr14	6183822	34.331
chr14	6274838	34.630
chr14	6289614	34.630
chr14	6310830	34.764
chr14	6383745	35.422
chr14	6422502	35.525
chr14	6427012	35.525
chr14	6427055	35.527
chr14	6445474	36.419
chr14	6445544	36.421
chr14	6452801	36.421
chr14	6466406	36.476
chr14	6526290	37.018
chr14	6526302	37.018
chr14	6892009	37.018
chr14	6907063	37.065
chr14	6953296	37.509
chr14	6986957	37.615
chr14	7005734	37.615
chr14	7112490	37.913
chr14	7150816	37.913
chr14	7170780	38.026
chr14	7184750	38.403
chr14	7188732	38.425
chr14	7203917	38.577
chr14	7234141	39.307
chr14	7256564	39.406
chr14	7332821	39.406
chr14	7378834	39.704
chr14	7404428	39.704
chr14	7428477	40.003
chr14	7534780	40.302
chr14	7536211	40.302
chr14	7621340	40.899
chr14	7636647	40.899
chr14	7661103	41.071
chr14	7721290	42.089
chr14	7721357	42.090
chr14	7721664	42.095
chr14	7721720	42.096
chr14	7734342	42.270
chr14	7784684	43.129
chr14	7820477	43.570
chr14	7820720	43.571
chr14	7820846	43.572
chr14	7825138	43.637
chr14	7871088	44.180
chr14	7871400	44.182
chr14	7871802	44.182
chr14	7917595	44.278
chr14	8011353	45.072
chr14	8014275	45.078
chr14	8014411	45.078
chr14	8027010	45.234
chr14	8038527	45.674
chr14	8038566	45.675
chr14	8066481	45.675
chr14	8066611	45.675
chr14	8131234	46.251
chr14	8136178	46.272
chr14	8189102	46.570
chr14	8195418	46.570
chr14	8197249	46.869
chr14	8298724	46.869
chr14	8327597	47.167
chr14	8327610	47.168
chr14	8399481	48.914
chr14	8416503	49.257
